1100114,JARU,RO,Norte,3218,448117.0,201602,1,1,1
1100122,JI-PARANÁ,RO,Norte,4175,636589.0,201602,1,1,1
1100130,MACHADINHO D'OESTE,RO,Norte,2655,368814.0,201602,1,1,1
1101203,MINISTRO ANDREAZZA,RO,Norte,695,94047.0,201602,1,1,1
1101302,MIRANTE DA SERRA,RO,Norte,820,111028.0,201602,1,1,1
1101401,MONTE NEGRO,RO,Norte,1038,163062.0,201602,1,1,1
1100148,NOVA BRASILÂNDIA D'OESTE,RO,Norte,1955,285177.0,201602,1,1,1
1100338,NOVA MAMORÉ,RO,Norte,2728,425710.0,201602,1,1,1
1101435,NOVA UNIÃO,RO,Norte,458,69323.0,201602,1,1,1
1100502,NOVO HORIZONTE DO OESTE,RO,Norte,888,126603.0,201602,1,1,1
1100155,OURO PRETO DO OESTE,RO,Norte,1285,175588.0,201602,1,1,1
1101450,PARECIS,RO,Norte,448,70016.0,201602,1,1,1
1100189,PIMENTA BUENO,RO,Norte,1337,217973.0,201602,1,1,1
1101468,PIMENTEIRAS DO OESTE,RO,Norte,176,33317.0,201602,1,1,1
1100205,PORTO VELHO,RO,Norte,22536,3650651.0,201602,1,1,1
1100254,PRESIDENTE MÉDICI,RO,Norte,2062,354184.0,201602,1,1,1
1101476,PRIMAVERA DE RONDÔNIA,RO,Norte,189,27684.0,201602,1,1,1
1100262,RIO CRESPO,RO,Norte,298,49276.0,201602,1,1,1
1100288,ROLIM DE MOURA,RO,Norte,1959,287582.0,201602,1,1,1
1100296,SANTA LUZIA D'OESTE,RO,Norte,462,62754.0,201602,1,1,1
1101484,SÃO FELIPE D'OESTE,RO,Norte,297,38158.0,201602,1,1,1
1101492,SÃO FRANCISCO DO GUAPORÉ,RO,Norte,1473,217278.0,201602,1,1,1
1100320,SÃO MIGUEL DO GUAPORÉ,RO,Norte,1329,181873.0,201602,1,1,1
1101500,SERINGUEIRAS,RO,Norte,1148,162405.0,201602,1,1,1
1101559,TEIXEIRÓPOLIS,RO,Norte,343,57707.0,201602,1,1,1
1101609,THEOBROMA,RO,Norte,873,122771.0,201602,1,1,1
1101708,URUPÁ,RO,Norte,1097,168812.0,201602,1,1,1
1101757,VALE DO ANARI,RO,Norte,817,132467.0,201602,1,1,1
1101807,VALE DO PARAÍSO,RO,Norte,615,94031.0,201602,1,1,1
1100304,VILHENA,RO,Norte,3773,619299.0,201602,1,1,1
1100403,ALTO PARAÍSO,RO,Norte,1566,218578.0,201603,1,1,2
1100346,ALVORADA D'OESTE,RO,Norte,1744,261412.0,201603,1,1,2
1100023,ARIQUEMES,RO,Norte,4284,620886.0,201603,1,1,2
1100452,BURITIS,RO,Norte,2656,404897.0,201603,1,1,2
1100031,CABIXI,RO,Norte,308,42654.0,201603,1,1,2
1100601,CACAULÂNDIA,RO,Norte,312,44048.0,201603,1,1,2
1100049,CACOAL,RO,Norte,2902,405530.0,201603,1,1,2
1100700,CAMPO NOVO DE RONDÔNIA,RO,Norte,1164,172077.0,201603,1,1,2
1100809,CANDEIAS DO JAMARI,RO,Norte,2008,329436.0,201603,1,1,2
1100908,CASTANHEIRAS,RO,Norte,269,43670.0,201603,1,1,2
1100056,CEREJEIRAS,RO,Norte,774,109676.0,201603,1,1,2
1100924,CHUPINGUAIA,RO,Norte,614,133445.0,201603,1,1,2
1100064,COLORADO DO OESTE,RO,Norte,603,83849.0,201603,1,1,2
1100072,CORUMBIARA,RO,Norte,663,97725.0,201603,1,1,2
1100080,COSTA MARQUES,RO,Norte,1636,308417.0,201603,1,1,2
1100940,CUJUBIM,RO,Norte,1688,260021.0,201603,1,1,2
1100098,ESPIGÃO D'OESTE,RO,Norte,1551,220133.0,201603,1,1,2
1101005,GOVERNADOR JORGE TEIXEIRA,RO,Norte,1211,172444.0,201603,1,1,2
1100106,GUAJARÁ-MIRIM,RO,Norte,3495,590397.0,201603,1,1,2
1101104,ITAPUÃ DO OESTE,RO,Norte,825,117472.0,201603,1,1,2
1100114,JARU,RO,Norte,3163,431179.0,201603,1,1,2
1100122,JI-PARANÁ,RO,Norte,4113,617997.0,201603,1,1,2
1100130,MACHADINHO D'OESTE,RO,Norte,2613,356633.0,201603,1,1,2
1101203,MINISTRO ANDREAZZA,RO,Norte,696,94291.0,201603,1,1,2
1101302,MIRANTE DA SERRA,RO,Norte,731,95302.0,201603,1,1,2
1101401,MONTE NEGRO,RO,Norte,1016,157443.0,201603,1,1,2
1100148,NOVA BRASILÂNDIA D'OESTE,RO,Norte,1945,282400.0,201603,1,1,2
1100338,NOVA MAMORÉ,RO,Norte,2640,403674.0,201603,1,1,2
1101435,NOVA UNIÃO,RO,Norte,458,69299.0,201603,1,1,2
1100502,NOVO HORIZONTE DO OESTE,RO,Norte,882,123751.0,201603,1,1,2
1100155,OURO PRETO DO OESTE,RO,Norte,1241,168350.0,201603,1,1,2
1101450,PARECIS,RO,Norte,414,64577.0,201603,1,1,2
1100189,PIMENTA BUENO,RO,Norte,1301,207805.0,201603,1,1,2
1101468,PIMENTEIRAS DO OESTE,RO,Norte,172,32703.0,201603,1,1,2
1100205,PORTO VELHO,RO,Norte,22054,3476607.0,201603,1,1,2
1100254,PRESIDENTE MÉDICI,RO,Norte,2061,347592.0,201603,1,1,2
1101476,PRIMAVERA DE RONDÔNIA,RO,Norte,182,26365.0,201603,1,1,2
1100262,RIO CRESPO,RO,Norte,291,47174.0,201603,1,1,2
1100288,ROLIM DE MOURA,RO,Norte,1935,278862.0,201603,1,1,2
1100296,SANTA LUZIA D'OESTE,RO,Norte,454,60939.0,201603,1,1,2
1101484,SÃO FELIPE D'OESTE,RO,Norte,284,36609.0,201603,1,1,2
1101492,SÃO FRANCISCO DO GUAPORÉ,RO,Norte,1444,207712.0,201603,1,1,2
1100320,SÃO MIGUEL DO GUAPORÉ,RO,Norte,1323,180883.0,201603,1,1,2
1101500,SERINGUEIRAS,RO,Norte,1132,157638.0,201603,1,1,2
1101559,TEIXEIRÓPOLIS,RO,Norte,348,56355.0,201603,1,1,2
1101609,THEOBROMA,RO,Norte,860,118209.0,201603,1,1,2
1101708,URUPÁ,RO,Norte,1060,160802.0,201603,1,1,2
1101757,VALE DO ANARI,RO,Norte,807,130068.0,201603,1,1,2
1101807,VALE DO PARAÍSO,RO,Norte,591,85145.0,201603,1,1,2
1100304,VILHENA,RO,Norte,3683,592218.0,201603,1,1,2
1100403,ALTO PARAÍSO,RO,Norte,1547,215838.0,201604,1,2,2
1100346,ALVORADA D'OESTE,RO,Norte,1747,259376.0,201604,1,2,2
1100023,ARIQUEMES,RO,Norte,4297,621143.0,201604,1,2,2
1100452,BURITIS,RO,Norte,2679,408389.0,201604,1,2,2
1100031,CABIXI,RO,Norte,309,42395.0,201604,1,2,2
1100601,CACAULÂNDIA,RO,Norte,314,44421.0,201604,1,2,2
1100049,CACOAL,RO,Norte,2857,398199.0,201604,1,2,2
1100700,CAMPO NOVO DE RONDÔNIA,RO,Norte,1161,171114.0,201604,1,2,2
1100809,CANDEIAS DO JAMARI,RO,Norte,2009,331177.0,201604,1,2,2
1100908,CASTANHEIRAS,RO,Norte,271,44119.0,201604,1,2,2
1100056,CEREJEIRAS,RO,Norte,778,109996.0,201604,1,2,2
1100924,CHUPINGUAIA,RO,Norte,615,132711.0,201604,1,2,2
1100064,COLORADO DO OESTE,RO,Norte,597,82631.0,201604,1,2,2
1100072,CORUMBIARA,RO,Norte,671,98173.0,201604,1,2,2
1100080,COSTA MARQUES,RO,Norte,1656,310728.0,201604,1,2,2
1100940,CUJUBIM,RO,Norte,1672,257930.0,201604,1,2,2
1100098,ESPIGÃO D'OESTE,RO,Norte,1545,218421.0,201604,1,2,2
1101005,GOVERNADOR JORGE TEIXEIRA,RO,Norte,1218,174197.0,201604,1,2,2
1100106,GUAJARÁ-MIRIM,RO,Norte,3490,591879.0,201604,1,2,2
1101104,ITAPUÃ DO OESTE,RO,Norte,832,117900.0,201604,1,2,2
1100114,JARU,RO,Norte,3154,429728.0,201604,1,2,2
1100122,JI-PARANÁ,RO,Norte,4085,614357.0,201604,1,2,2
1100130,MACHADINHO D'OESTE,RO,Norte,2608,356275.0,201604,1,2,2
1101203,MINISTRO ANDREAZZA,RO,Norte,695,93993.0,201604,1,2,2
1101302,MIRANTE DA SERRA,RO,Norte,716,92883.0,201604,1,2,2
1101401,MONTE NEGRO,RO,Norte,998,153270.0,201604,1,2,2
1100148,NOVA BRASILÂNDIA D'OESTE,RO,Norte,1952,284398.0,201604,1,2,2
1100338,NOVA MAMORÉ,RO,Norte,2616,400444.0,201604,1,2,2
1101435,NOVA UNIÃO,RO,Norte,452,68595.0,201604,1,2,2
1100502,NOVO HORIZONTE DO OESTE,RO,Norte,877,121951.0,201604,1,2,2
1100155,OURO PRETO DO OESTE,RO,Norte,1239,166688.0,201604,1,2,2
1101450,PARECIS,RO,Norte,409,63775.0,201604,1,2,2
1100189,PIMENTA BUENO,RO,Norte,1311,209157.0,201604,1,2,2
1101468,PIMENTEIRAS DO OESTE,RO,Norte,174,33144.0,201604,1,2,2
1100205,PORTO VELHO,RO,Norte,22417,3527659.0,201604,1,2,2
1100254,PRESIDENTE MÉDICI,RO,Norte,2074,346938.0,201604,1,2,2
1101476,PRIMAVERA DE RONDÔNIA,RO,Norte,176,25968.0,201604,1,2,2
1100262,RIO CRESPO,RO,Norte,294,46608.0,201604,1,2,2
1100288,ROLIM DE MOURA,RO,Norte,1919,277164.0,201604,1,2,2
1100296,SANTA LUZIA D'OESTE,RO,Norte,460,62303.0,201604,1,2,2
1101484,SÃO FELIPE D'OESTE,RO,Norte,264,34608.0,201604,1,2,2
1101492,SÃO FRANCISCO DO GUAPORÉ,RO,Norte,1452,208524.0,201604,1,2,2
1100320,SÃO MIGUEL DO GUAPORÉ,RO,Norte,1347,187771.0,201604,1,2,2
1101500,SERINGUEIRAS,RO,Norte,1129,156710.0,201604,1,2,2
1101559,TEIXEIRÓPOLIS,RO,Norte,342,55995.0,201604,1,2,2
1101609,THEOBROMA,RO,Norte,855,117143.0,201604,1,2,2
1101708,URUPÁ,RO,Norte,1056,159013.0,201604,1,2,2
1101757,VALE DO ANARI,RO,Norte,792,126202.0,201604,1,2,2
1101807,VALE DO PARAÍSO,RO,Norte,585,84618.0,201604,1,2,2
1100304,VILHENA,RO,Norte,3705,596869.0,201604,1,2,2
1100403,ALTO PARAÍSO,RO,Norte,1527,212326.0,201605,1,2,3
1100346,ALVORADA D'OESTE,RO,Norte,1746,256878.0,201605,1,2,3
1100023,ARIQUEMES,RO,Norte,4236,614044.0,201605,1,2,3
1100452,BURITIS,RO,Norte,2667,405519.0,201605,1,2,3
1100031,CABIXI,RO,Norte,303,42037.0,201605,1,2,3
1100601,CACAULÂNDIA,RO,Norte,314,44626.0,201605,1,2,3
1100049,CACOAL,RO,Norte,2815,388781.0,201605,1,2,3
1100700,CAMPO NOVO DE RONDÔNIA,RO,Norte,1159,170046.0,201605,1,2,3
1100809,CANDEIAS DO JAMARI,RO,Norte,2010,332414.0,201605,1,2,3
1100908,CASTANHEIRAS,RO,Norte,265,44051.0,201605,1,2,3
1100056,CEREJEIRAS,RO,Norte,771,108510.0,201605,1,2,3
1100924,CHUPINGUAIA,RO,Norte,605,130504.0,201605,1,2,3
1100064,COLORADO DO OESTE,RO,Norte,588,81125.0,201605,1,2,3
1100072,CORUMBIARA,RO,Norte,669,97432.0,201605,1,2,3
1100080,COSTA MARQUES,RO,Norte,1660,310773.0,201605,1,2,3
1100940,CUJUBIM,RO,Norte,1675,256474.0,201605,1,2,3
1100098,ESPIGÃO D'OESTE,RO,Norte,1537,217783.0,201605,1,2,3
1101005,GOVERNADOR JORGE TEIXEIRA,RO,Norte,1220,174499.0,201605,1,2,3
1100106,GUAJARÁ-MIRIM,RO,Norte,3478,583534.0,201605,1,2,3
1101104,ITAPUÃ DO OESTE,RO,Norte,827,117823.0,201605,1,2,3
1100114,JARU,RO,Norte,3118,426604.0,201605,1,2,3
1100122,JI-PARANÁ,RO,Norte,4057,611268.0,201605,1,2,3
1100130,MACHADINHO D'OESTE,RO,Norte,2612,355832.0,201605,1,2,3
1101203,MINISTRO ANDREAZZA,RO,Norte,687,93314.0,201605,1,2,3
1101302,MIRANTE DA SERRA,RO,Norte,704,91140.0,201605,1,2,3
1101401,MONTE NEGRO,RO,Norte,980,149008.0,201605,1,2,3
1100148,NOVA BRASILÂNDIA D'OESTE,RO,Norte,1950,283702.0,201605,1,2,3
1100338,NOVA MAMORÉ,RO,Norte,2590,395593.0,201605,1,2,3
1101435,NOVA UNIÃO,RO,Norte,447,67906.0,201605,1,2,3
1100502,NOVO HORIZONTE DO OESTE,RO,Norte,867,119758.0,201605,1,2,3
1100155,OURO PRETO DO OESTE,RO,Norte,1222,164595.0,201605,1,2,3
1101450,PARECIS,RO,Norte,406,63719.0,201605,1,2,3
1100189,PIMENTA BUENO,RO,Norte,1300,205942.0,201605,1,2,3
1101468,PIMENTEIRAS DO OESTE,RO,Norte,172,32184.0,201605,1,2,3
1100205,PORTO VELHO,RO,Norte,22352,3521029.0,201605,1,2,3
1100254,PRESIDENTE MÉDICI,RO,Norte,2070,345606.0,201605,1,2,3
1101476,PRIMAVERA DE RONDÔNIA,RO,Norte,177,26169.0,201605,1,2,3
1100262,RIO CRESPO,RO,Norte,290,46659.0,201605,1,2,3
1100288,ROLIM DE MOURA,RO,Norte,1911,276194.0,201605,1,2,3
1100296,SANTA LUZIA D'OESTE,RO,Norte,454,61409.0,201605,1,2,3
1101484,SÃO FELIPE D'OESTE,RO,Norte,251,32964.0,201605,1,2,3
1101492,SÃO FRANCISCO DO GUAPORÉ,RO,Norte,1461,210022.0,201605,1,2,3
1100320,SÃO MIGUEL DO GUAPORÉ,RO,Norte,1347,185499.0,201605,1,2,3
